N,P,K,temperature,humidity,ph,rainfall,label
100,90,36,9.96,38.42,7.39,136.02,apple
23,5,151,13.63,31.37,7.08,82.48,apple
46,118,36,34.15,60.31,4.61,95.77,apple
33,65,54,25.59,88.09,6.09,226.76,apple
104,69,32,26.92,34.55,9.12,260.59,apple
134,60,112,26.43,64.66,3.68,60.45,apple
1,97,196,9.39,14.48,9.2,203.76,apple
61,78,144,37.53,14.17,6.88,44.22,apple
28,75,86,43.06,95.68,9.84,71.78,apple
123,97,44,21.06,37.23,7.52,67.65,apple
22,39,190,38.82,67.73,5.24,69.4,apple
48,75,160,10.31,31.04,6.08,22.32,apple
76,46,36,19.66,39.91,5.56,45.15,apple
103,73,111,38.48,89.81,6.16,289.35,apple
34,138,160,23.13,76.62,5.1,186.48,apple
46,12,118,36.49,96.0,8.51,294.32,apple
62,111,177,40.92,88.37,4.16,56.53,apple
64,7,29,31.66,14.81,8.76,268.93,apple
15,37,188,17.55,16.79,5.64,274.2,apple
41,31,11,30.55,27.95,4.14,72.04,apple
25,30,38,16.3,70.11,4.68,236.03,apple
91,14,127,23.26,97.15,4.57,104.73,apple
99,37,132,36.57,62.07,8.02,250.98,apple
118,82,200,12.51,41.0,4.29,148.29,apple
73,118,58,39.9,32.21,9.25,86.47,apple
2,128,107,26.5,29.77,7.98,118.46,apple
48,65,152,11.51,66.6,9.85,56.19,apple
11,16,67,26.84,26.21,4.55,105.84,apple
55,26,120,15.93,64.83,9.6,261.63,apple
57,58,6,21.48,32.17,6.78,60.03,apple
55,73,200,23.99,29.35,3.8,249.49,apple
41,57,74,12.04,71.7,5.03,60.89,apple
91,105,7,33.55,18.76,5.44,67.07,apple
94,75,117,21.38,19.12,6.87,279.48,apple
54,26,198,26.39,45.72,7.66,137.06,apple
13,124,111,12.77,87.54,6.29,296.72,apple
119,128,198,15.88,79.9,7.78,277.98,apple
33,23,178,28.06,31.87,6.51,120.16,apple
100,129,158,10.62,16.29,5.27,226.76,apple
27,125,31,30.06,44.32,9.26,30.09,apple
31,23,152,17.84,54.99,4.47,206.62,apple
53,84,31,23.99,49.44,9.07,121.12,apple
105,47,36,9.52,58.73,6.92,243.51,apple
41,142,12,32.71,51.6,5.29,122.68,apple
0,130,134,21.17,57.78,7.77,68.8,apple
103,72,152,38.38,72.5,9.13,128.89,apple
100,126,61,9.52,71.23,6.3,68.67,apple
12,43,162,29.18,48.43,7.66,32.05,apple
133,118,72,34.86,30.14,5.49,114.28,apple
109,74,53,9.04,51.22,9.33,226.4,apple
93,102,27,9.07,34.33,4.15,240.24,apple
125,88,69,12.8,65.33,8.23,68.09,apple
44,52,129,12.83,76.51,5.81,67.58,apple
91,76,98,23.08,17.6,9.87,190.71,apple
23,61,77,22.34,28.11,9.3,177.87,apple
77,125,81,11.81,31.05,4.35,158.59,apple
124,18,129,9.39,33.1,8.33,20.59,apple
28,135,16,36.75,25.74,7.23,177.51,apple
40,51,179,39.83,67.54,5.08,66.77,apple
52,122,109,18.85,36.88,5.14,59.03,apple
6,139,191,10.81,92.04,5.94,271.05,apple
44,89,152,39.26,38.05,6.67,126.46,apple
66,65,49,8.96,21.96,4.7,226.17,apple
35,51,105,14.94,54.63,5.02,45.48,apple
93,42,29,30.99,21.68,5.02,54.74,apple
83,119,148,36.35,67.14,8.1,34.52,apple
106,54,174,13.63,14.12,8.13,35.95,apple
105,92,60,9.61,62.37,3.81,153.02,apple
54,41,10,26.24,56.41,9.89,288.29,apple
60,108,56,28.15,33.86,3.86,124.51,orange
138,39,89,40.9,28.68,8.08,78.53,orange
131,99,57,27.09,93.37,4.87,178.99,orange
19,14,159,22.75,28.77,9.75,189.55,orange
20,22,42,30.9,76.3,4.64,123.26,orange
90,99,35,35.86,24.24,4.8,109.09,orange
59,32,193,40.71,90.32,4.78,289.56,orange
35,91,120,24.61,57.71,4.53,244.23,orange
13,73,141,9.61,61.98,3.65,83.75,orange
51,132,153,40.73,46.39,5.75,243.8,orange
19,123,107,31.81,29.57,8.03,254.05,orange
112,61,48,27.33,97.49,5.42,68.92,orange
68,49,80,13.04,32.32,4.35,52.84,orange
116,115,7,15.28,99.68,5.45,228.92,orange
116,69,196,29.45,43.0,6.84,52.49,orange
92,127,56,16.16,58.87,3.82,38.0,orange
66,100,157,24.23,84.97,8.2,191.63,orange
91,111,40,12.17,46.13,4.58,32.93,orange
118,123,139,25.12,88.84,9.13,144.37,orange
31,112,75,31.82,69.63,9.64,87.34,orange
115,115,134,38.06,34.47,4.03,271.22,orange
6,48,148,19.43,77.59,5.13,112.86,orange
112,83,71,39.54,50.34,5.87,280.65,orange
94,133,31,35.03,15.36,4.83,35.52,orange
15,34,114,32.39,59.24,9.73,133.09,orange
127,68,105,15.17,39.83,7.13,296.6,orange
124,56,41,33.79,42.7,5.47,70.76,orange
126,9,85,24.34,44.92,4.21,42.2,orange
27,98,5,43.23,89.27,8.48,207.49,orange
71,73,141,17.19,77.13,6.68,199.68,orange
6,80,64,14.75,65.07,6.34,295.9,orange
88,90,130,30.53,76.75,9.35,192.54,orange
121,136,21,40.46,40.31,5.07,98.02,orange
66,43,72,34.56,32.55,9.28,44.97,orange
36,41,128,36.86,26.41,7.06,176.81,orange
131,110,172,37.62,33.74,8.73,180.84,orange
73,54,139,27.26,91.52,6.48,245.55,orange
105,139,86,23.28,87.7,6.9,248.47,orange
21,106,78,9.97,80.16,9.87,229.17,orange
32,67,131,13.88,82.56,7.3,190.72,orange
0,101,60,18.16,99.67,6.42,275.12,orange
65,101,148,30.82,31.02,7.1,80.28,orange
128,130,41,42.16,79.08,5.95,183.79,orange
25,26,44,40.49,14.45,8.82,95.15,orange
129,100,205,42.66,45.34,5.92,216.82,orange
21,132,134,14.26,80.6,6.33,248.34,orange
112,9,185,28.15,87.41,8.0,278.91,orange
31,136,27,15.8,26.53,6.91,124.38,orange
52,21,144,40.9,58.16,9.28,289.87,orange
116,82,63,15.08,19.03,8.26,22.36,orange
8,104,188,34.91,83.94,9.52,67.06,orange
24,66,96,15.69,96.89,9.7,141.62,orange
48,59,177,15.62,54.61,5.81,151.35,orange
131,55,67,15.29,73.97,9.12,107.39,orange
76,125,142,34.03,97.76,5.82,293.58,orange
87,34,56,37.1,91.63,9.16,207.52,orange
56,131,32,27.76,46.93,7.69,172.61,orange
81,95,153,26.23,42.08,5.26,137.49,orange
47,84,187,41.92,55.26,4.99,279.82,orange
38,30,142,22.98,80.99,7.67,124.23,orange
8,36,174,35.84,50.05,6.01,188.38,orange
62,138,146,18.56,94.59,6.61,282.34,orange
116,87,126,41.36,45.41,4.31,112.72,orange
83,10,95,37.23,32.4,3.83,128.15,orange
100,108,9,32.46,42.25,6.88,250.72,orange
63,110,142,11.81,90.11,9.1,235.32,orange
91,121,79,41.07,27.84,5.36,188.99,orange
76,111,197,25.32,28.17,5.34,232.32,orange
31,43,143,15.7,50.96,7.26,198.41,orange
56,71,128,18.03,71.49,4.5,181.36,orange
32,20,40,16.4,41.37,4.52,208.17,orange
85,116,155,40.95,95.89,9.84,102.24,orange
93,39,197,16.5,22.02,8.09,51.55,orange
25,10,130,42.19,98.07,7.51,264.48,orange
15,53,150,15.59,55.69,4.71,70.29,orange
99,50,110,32.64,60.97,4.32,287.9,orange
131,16,176,20.29,25.83,7.23,282.8,orange
127,15,161,10.62,59.23,7.58,90.63,orange
113,14,106,14.64,89.4,7.56,26.4,orange
16,94,17,41.77,66.93,9.3,291.73,orange
85,118,31,15.44,27.2,5.09,173.87,orange
73,125,83,35.18,97.46,5.15,229.83,orange
64,72,196,38.61,84.03,5.7,42.32,orange
52,17,18,42.28,23.88,4.34,32.28,orange
15,81,200,40.6,54.91,8.13,153.2,orange
108,35,174,24.71,35.11,4.63,284.15,orange
10,40,171,25.01,97.89,5.62,93.89,orange
94,134,133,13.88,82.09,8.06,132.58,orange
99,43,148,16.6,90.81,3.75,182.3,orange
116,91,158,28.07,90.88,9.17,152.26,orange
96,81,59,26.59,24.37,8.92,118.61,orange
126,123,185,16.15,30.67,9.19,223.91,orange
138,55,77,34.9,59.89,9.22,203.46,orange
18,75,158,12.23,91.66,8.39,224.74,orange
138,27,168,15.66,55.19,8.52,21.14,orange
74,42,192,30.51,20.59,6.9,161.64,orange
28,5,104,42.47,95.23,6.71,181.62,orange
86,74,198,14.29,80.78,8.67,186.62,orange
20,123,190,21.5,69.76,4.77,54.63,orange
11,75,38,23.51,66.86,8.45,249.13,orange
68,50,184,10.28,51.5,5.43,150.03,papaya
98,126,167,27.16,87.53,4.09,210.2,papaya
99,138,82,30.27,54.93,8.27,274.64,papaya
106,113,26,29.39,86.2,5.06,261.47,papaya
90,24,104,15.59,66.38,7.91,217.24,papaya
129,100,177,43.06,46.79,9.42,138.47,papaya
28,136,157,9.18,85.01,5.58,115.02,papaya
109,39,119,12.63,86.04,4.37,100.87,papaya
34,45,175,36.5,32.6,3.56,97.61,papaya
70,62,21,28.25,24.8,8.32,137.07,papaya
61,140,196,37.35,25.57,9.58,228.35,papaya
106,26,126,36.6,34.07,3.57,169.88,papaya
69,91,166,9.7,64.8,6.82,103.61,papaya
98,9,23,10.37,30.52,9.73,133.16,papaya
19,142,180,9.55,92.15,8.7,240.0,papaya
136,69,125,18.51,90.23,4.87,27.0,papaya
58,49,172,11.52,83.62,8.9,124.51,papaya
62,66,54,39.61,75.17,7.89,88.78,papaya
133,26,203,10.34,25.25,7.19,48.63,papaya
11,139,205,12.18,28.62,4.1,270.07,papaya
49,95,146,43.28,73.47,4.08,55.37,papaya
16,72,157,36.14,31.61,6.25,249.36,papaya
122,102,21,30.88,58.79,8.43,209.19,papaya
37,113,142,36.26,59.31,4.66,147.31,papaya
27,42,137,35.96,84.99,9.0,197.89,papaya
55,17,90,16.43,19.29,4.18,227.97,papaya
125,40,124,15.65,87.89,8.27,247.68,papaya
108,33,96,27.59,46.77,6.8,24.13,papaya
27,128,140,9.9,81.44,7.11,287.61,papaya
19,45,131,28.18,71.8,7.14,207.91,papaya
53,131,150,36.67,50.2,8.8,81.69,papaya
12,41,69,27.08,90.46,6.33,248.86,papaya
90,98,197,31.34,96.84,7.96,174.02,papaya
86,98,165,41.28,37.57,9.09,235.92,papaya
140,59,46,27.38,79.81,8.02,283.37,papaya
49,64,17,14.29,19.27,8.88,181.1,papaya
125,82,74,41.32,35.84,3.6,28.22,papaya
73,95,30,43.52,59.33,4.41,151.25,papaya
2,55,85,15.86,78.84,8.81,97.95,papaya
120,9,187,36.23,27.54,8.14,59.42,papaya
100,21,160,18.55,23.77,7.17,133.69,papaya
33,14,120,23.75,53.82,3.61,182.32,papaya
42,136,56,24.03,90.92,3.76,244.05,papaya
45,19,80,34.12,57.42,7.54,73.46,papaya
31,95,12,36.87,90.93,8.86,269.91,papaya
129,18,191,43.38,44.07,8.28,234.57,papaya
51,89,163,19.38,48.61,7.9,86.54,papaya
118,139,174,24.57,86.39,7.88,196.67,papaya
61,23,46,13.79,66.68,5.98,56.03,papaya
120,86,97,41.55,46.62,6.74,232.67,papaya
81,122,143,38.3,40.64,6.89,291.25,papaya
97,26,122,15.35,30.12,8.07,231.24,papaya
77,13,94,31.7,39.1,8.23,146.97,papaya
28,43,149,15.19,77.01,8.27,194.68,papaya
86,76,177,42.64,78.61,8.04,186.62,papaya
29,91,121,34.64,68.34,9.28,199.71,papaya
45,86,168,43.0,98.47,8.84,76.93,papaya
72,130,11,40.51,80.02,7.7,278.61,papaya
116,97,201,17.32,41.79,7.63,196.18,papaya
44,24,96,32.57,46.22,5.43,95.08,papaya
126,122,123,26.31,74.88,3.82,271.2,papaya
7,74,29,25.19,48.05,7.24,169.79,papaya
41,102,45,10.41,71.13,3.99,93.09,papaya
103,108,165,26.63,89.02,4.3,264.8,papaya
38,39,176,25.55,70.87,5.45,213.7,papaya
85,116,199,12.7,45.44,3.81,114.03,papaya
81,117,12,33.63,67.03,9.28,242.27,papaya
40,45,6,16.4,70.01,6.37,208.05,papaya
74,127,201,11.48,25.89,7.85,248.73,papaya
134,117,83,27.74,23.67,5.22,173.65,papaya
117,10,92,40.76,86.46,6.34,99.04,papaya
26,19,159,33.48,93.84,8.25,81.78,papaya
94,102,102,39.25,67.99,4.59,102.18,papaya
110,39,131,40.08,27.29,6.07,257.79,papaya
106,40,59,40.99,67.08,8.92,165.46,papaya
16,75,205,18.96,44.78,9.75,60.15,papaya
134,98,51,8.86,20.42,7.8,109.81,papaya
31,145,157,12.35,20.46,8.98,263.49,papaya
27,78,15,18.09,88.79,4.34,142.13,papaya
3,136,78,28.05,19.08,4.52,150.9,papaya
130,16,138,17.11,37.39,3.64,112.28,papaya
65,122,55,40.14,55.2,7.09,138.23,papaya
71,47,37,31.88,31.08,8.28,24.03,papaya
110,113,32,28.52,43.43,5.39,112.21,papaya
140,117,130,25.17,99.6,6.59,111.04,papaya
16,9,47,15.96,33.49,5.79,278.07,papaya
41,79,202,39.14,58.71,6.65,184.59,papaya
47,22,123,16.73,25.98,4.35,124.22,papaya
139,55,79,28.0,47.01,7.74,106.34,papaya
118,142,31,11.47,71.54,5.38,30.35,papaya
138,139,90,25.92,67.95,4.88,274.77,papaya
40,43,17,23.24,94.38,9.62,64.96,papaya
77,35,160,25.29,59.31,8.91,23.41,papaya
110,56,14,31.49,65.48,7.62,259.48,papaya
101,139,38,11.03,91.78,5.81,89.64,papaya
73,41,77,32.59,61.14,3.8,144.6,papaya
90,90,44,40.58,37.25,7.6,154.59,papaya
54,76,183,26.11,52.59,9.25,96.01,papaya
129,22,65,31.55,31.09,8.78,119.03,papaya
99,115,205,16.92,22.12,4.49,51.94,papaya
49,113,117,18.14,57.51,5.34,277.02,coconut
112,101,120,35.36,86.82,5.97,155.68,coconut
101,40,48,41.87,68.37,7.09,141.7,coconut
133,65,188,39.24,74.33,8.81,271.63,coconut
93,29,173,26.95,97.03,6.78,138.1,coconut
134,115,134,12.55,19.83,6.69,81.93,coconut
100,109,83,37.06,41.88,7.67,294.92,coconut
60,50,92,36.56,84.63,9.16,208.18,coconut
58,61,130,37.89,28.98,5.54,219.78,coconut
85,107,131,23.85,72.59,7.96,249.71,coconut
9,71,89,19.6,73.32,8.4,157.63,coconut
58,64,117,15.44,69.14,7.68,132.42,coconut
127,145,7,32.77,50.26,7.48,160.07,coconut
18,57,197,30.83,95.82,9.76,38.47,coconut
128,43,196,32.39,64.87,9.03,216.09,coconut
45,145,89,41.33,72.34,6.6,296.84,coconut
93,98,100,37.19,49.03,7.98,263.13,coconut
119,117,89,34.05,23.38,6.79,110.34,coconut
82,14,46,34.02,79.33,7.65,183.65,coconut
94,135,82,25.34,47.54,6.15,266.6,coconut
133,135,189,21.85,94.85,4.6,257.53,coconut
57,138,80,23.32,17.34,7.71,38.62,coconut
57,84,137,24.5,47.09,5.99,116.05,coconut
45,41,17,22.2,59.2,8.45,146.45,coconut
67,107,136,32.0,80.17,6.17,75.7,coconut
36,57,54,24.31,27.11,6.93,137.23,coconut
34,43,22,37.8,46.05,6.62,40.05,coconut
81,103,189,14.05,43.38,3.77,96.55,coconut
70,75,143,25.65,75.15,7.87,222.36,coconut
72,60,13,13.85,52.63,4.32,128.01,coconut
99,35,77,33.05,26.81,8.29,227.62,coconut
83,65,89,31.88,57.92,8.91,292.81,coconut
18,73,68,43.59,52.96,8.9,65.82,coconut
139,101,83,19.42,32.41,6.13,42.34,coconut
127,132,138,33.16,71.89,5.39,223.84,coconut
118,11,24,39.52,93.34,9.13,177.83,coconut
82,121,44,24.98,56.0,4.32,30.01,coconut
50,58,202,24.34,56.73,5.65,155.95,coconut
104,79,20,15.33,20.57,5.6,149.63,coconut
70,97,51,29.23,24.88,4.83,283.2,coconut
79,137,26,17.02,60.95,6.65,241.44,coconut
37,130,133,29.88,73.53,7.67,271.87,coconut
55,110,119,21.98,58.61,8.78,147.98,coconut
69,31,113,43.41,67.56,8.88,151.01,coconut
121,57,52,37.59,22.01,5.91,235.57,coconut
94,31,22,14.52,42.25,5.08,81.07,coconut
138,36,143,24.91,97.01,6.49,48.55,coconut
24,63,168,25.4,77.52,8.91,179.4,coconut
90,66,8,23.76,69.89,8.88,43.71,coconut
40,111,172,36.87,83.73,5.83,260.86,coconut
53,45,147,31.72,62.9,8.1,84.38,coconut
56,62,176,9.85,14.81,9.6,204.05,coconut
125,40,151,41.32,53.93,7.29,149.99,coconut
122,128,177,11.94,72.68,4.33,267.4,coconut
13,43,76,21.04,93.71,7.43,261.97,coconut
15,24,156,32.46,63.58,9.32,189.41,coconut
124,110,92,40.15,93.66,8.6,161.92,coconut
121,106,201,43.25,53.79,6.6,67.92,coconut
29,11,164,29.86,80.57,4.49,89.93,coconut
60,31,29,13.73,85.07,5.43,149.07,coconut
17,50,15,33.57,77.52,9.55,293.96,coconut
78,88,134,29.83,17.22,4.74,237.19,coconut
82,7,39,26.43,35.95,9.74,234.76,coconut
20,77,188,16.21,17.66,5.6,204.67,coconut
92,12,43,26.27,87.95,9.02,110.15,coconut
104,111,193,34.62,50.78,8.6,150.59,coconut
5,63,37,12.28,47.42,8.35,215.64,coconut
139,20,97,43.56,32.29,6.78,129.02,coconut
75,95,144,15.05,16.95,9.64,236.49,coconut
78,17,129,32.03,53.0,8.46,30.52,coconut
24,91,36,15.99,78.01,5.86,177.64,coconut
115,60,69,39.48,35.5,5.01,249.23,coconut
35,5,153,17.74,57.51,7.1,259.24,coconut
51,102,196,26.55,16.17,6.66,175.36,coconut
10,41,169,17.37,57.36,8.96,178.44,coconut
77,40,180,16.78,54.73,4.0,81.66,coconut
124,134,188,10.88,14.92,5.29,155.97,coconut
85,136,154,42.6,40.63,8.64,209.12,coconut
30,69,191,41.5,29.42,4.86,188.12,coconut
19,46,56,18.28,27.9,9.88,109.88,coconut
49,8,99,18.16,96.7,9.76,120.22,coconut
12,45,114,29.29,48.1,8.57,106.24,coconut
22,76,74,19.29,88.84,5.06,123.96,coconut
65,79,112,16.04,85.01,7.7,194.64,coconut
68,84,185,20.62,20.09,4.5,290.37,coconut
130,99,34,25.81,91.11,7.17,68.5,coconut
0,51,125,41.39,45.92,4.36,127.31,coconut
35,131,120,34.62,37.19,8.88,174.24,coconut
134,57,19,22.86,22.26,7.81,250.32,coconut
78,24,112,43.41,76.35,9.25,65.82,coconut
18,41,73,31.42,55.68,4.93,147.31,coconut
29,27,168,25.44,51.78,4.03,226.44,coconut
58,123,122,19.7,18.16,4.31,76.58,coconut
25,5,57,25.95,52.07,4.25,287.46,coconut
128,56,193,12.3,45.55,5.35,134.91,coconut
115,23,43,42.4,33.41,9.59,259.42,coconut
123,67,87,26.96,94.89,6.19,74.14,coconut
124,114,32,9.06,57.8,5.11,169.36,coconut
36,112,200,40.93,67.9,9.85,273.39,coconut
84,81,19,28.98,60.4,4.89,195.65,coconut
4,79,118,43.6,63.547296309519545,3.91,132.53,cotton
61,66,151,39.79,59.441079461052595,7.96,28.84,cotton
62,61,35,22.08,78.27944933515326,9.18,28.24,cotton
23,33,144,39.36,54.67286665370973,8.75,177.37,cotton
66,30,127,36.36,68.85986613979875,4.58,161.17,cotton
90,140,36,34.58,51.93974733422046,6.72,212.48,cotton
31,38,86,15.82,65.82620885715893,6.17,236.03,cotton
73,22,78,28.43,52.65565464992627,8.17,196.22,cotton
126,74,36,25.89,65.58264018928648,4.2,287.35,cotton
13,101,33,21.37,74.1270061882764,5.68,210.71,cotton
89,25,174,20.85,76.367686613848,5.96,201.33,cotton
6,77,85,41.34,78.08358106217653,7.13,175.39,cotton
113,97,29,40.78,73.04100872053353,5.82,87.23,cotton
92,35,122,26.5,52.43175676863127,8.44,163.13,cotton
136,86,111,37.86,72.36323017713354,7.06,85.76,cotton
44,139,44,30.97,74.94903081451798,9.7,243.42,cotton
76,31,28,25.05,55.91216458341996,4.54,97.77,cotton
111,6,49,12.7,64.5829686056918,8.25,224.82,cotton
106,47,6,39.11,77.3364654183449,6.63,219.2,cotton
132,46,205,11.38,61.77203598303617,9.89,170.48,cotton
7,43,19,11.27,58.27634082049492,5.46,63.12,cotton
56,104,190,32.4,68.69024098797311,4.25,112.86,cotton
33,105,157,17.68,69.06092944573811,9.7,20.91,cotton
139,29,149,23.33,64.7190079834429,5.28,71.38,cotton
3,119,95,26.98,57.75201629402238,8.72,224.26,cotton
94,46,155,13.7,50.95762532325983,7.29,119.69,cotton
137,143,149,10.13,57.91299417861044,6.52,93.95,cotton
125,53,121,27.64,70.98886033388126,9.66,93.96,cotton
99,109,137,9.73,51.29582605234113,5.28,153.7,cotton
88,69,81,31.55,60.22812306366283,5.4,166.17,cotton
42,66,93,29.9,77.17577554834672,9.23,162.41,cotton
73,116,143,20.57,67.21378295438554,4.64,55.76,cotton
94,58,56,25.57,52.90402686114588,5.4,223.65,cotton
84,96,113,26.43,75.60253016893546,6.27,144.78,cotton
8,44,27,33.61,77.67989139343084,9.74,207.28,cotton
69,7,145,35.69,68.8405723493182,5.0,71.61,cotton
55,82,48,34.65,65.01844659166413,8.62,172.7,cotton
126,52,7,15.01,58.82757514330585,7.86,125.8,cotton
13,138,174,28.1,58.949373151863924,7.42,131.28,cotton
1,100,187,29.67,71.12799656421885,9.3,288.3,cotton
17,140,62,23.71,60.878169374100274,9.66,161.56,cotton
109,15,15,11.64,56.63632545921819,7.93,26.52,cotton
111,25,7,12.38,77.39955438837755,8.38,208.98,cotton
140,19,7,25.71,52.7239782931959,6.46,101.03,cotton
107,111,176,11.3,65.83468103688625,6.75,77.88,cotton
82,27,93,13.4,60.796122694171416,7.99,216.51,cotton
4,24,14,35.59,72.0829215229626,6.43,136.98,cotton
66,47,187,14.31,64.53336776187628,9.42,95.55,cotton
68,37,112,37.63,73.80858933659852,6.59,82.66,cotton
93,94,31,23.12,73.73087888244311,3.88,106.32,cotton
71,27,65,12.58,73.55251694953559,8.06,232.57,cotton
58,69,115,19.33,59.74787834755642,4.53,270.48,cotton
71,123,138,27.7,58.46174426939254,4.34,244.16,cotton
32,138,167,31.14,76.20914509601408,5.3,77.07,cotton
6,36,165,27.19,62.19548967927435,4.18,206.95,cotton
130,11,144,24.62,54.29184742295628,9.45,31.93,cotton
86,21,197,10.88,62.73851749057882,7.22,30.51,cotton
98,105,159,42.69,66.44521917187905,9.69,80.28,cotton
125,127,44,25.85,58.7737269632083,9.16,48.47,cotton
86,111,54,40.7,65.08007004051866,4.63,188.37,cotton
133,106,139,23.94,59.06811945951789,4.3,179.73,cotton
57,138,35,38.94,77.03349989046414,8.42,116.42,cotton
36,43,100,11.0,68.71378502467607,6.42,226.72,cotton
70,142,196,36.71,79.73283457342805,7.84,127.47,cotton
138,116,205,39.85,69.76931736139491,9.7,68.74,cotton
40,17,28,9.63,64.12965983906325,6.75,119.62,cotton
117,75,190,15.07,68.87761156114613,3.78,260.11,cotton
69,76,113,42.87,70.71044534291755,9.03,23.89,cotton
54,145,119,32.91,75.21169986893142,7.66,288.6,cotton
134,29,29,35.84,79.85223810944437,5.45,240.62,cotton
121,77,119,32.92,68.07708760311593,8.24,261.3,cotton
88,141,183,39.39,65.4926269608849,4.4,176.24,cotton
109,123,69,23.05,67.67550458246424,8.63,286.16,cotton
10,80,202,40.83,79.26343528448447,7.51,152.43,cotton
134,69,143,25.7,62.465143852006406,5.93,126.41,cotton
109,18,25,39.76,64.61524487287184,4.14,187.27,cotton
101,59,91,33.11,79.28138085267065,4.59,181.0,cotton
124,144,92,27.34,63.93295431678386,6.6,206.57,cotton
26,39,79,33.12,78.70407226260784,8.56,192.01,cotton
91,36,45,35.2,78.02047861879717,9.09,135.15,cotton
74,45,13,39.42,79.52489037645228,7.9,29.68,cotton
63,141,85,37.86,74.88894877110384,8.43,161.43,cotton
107,133,45,28.64,52.42820990899238,7.71,279.26,cotton
72,75,164,33.78,67.35153130406714,8.51,58.68,cotton
121,57,197,42.79,62.79640729658307,8.59,73.69,cotton
91,144,106,9.31,62.28062035889055,3.51,27.66,cotton
60,135,6,21.15,74.89480767244083,8.94,102.32,cotton
86,130,30,16.75,52.95475475546464,8.38,137.16,cotton
57,48,61,11.17,72.63567997977985,4.06,229.83,cotton
31,38,24,17.09,74.2513905234802,7.18,156.75,cotton
82,117,9,41.09,56.32252072767264,7.21,80.35,cotton
82,138,166,14.74,59.86409890949249,6.1,195.98,cotton
43,51,103,17.89,68.19971094247344,4.97,181.47,cotton
25,46,34,43.55,66.12715762912335,9.84,88.23,cotton
11,143,17,10.48,63.68591761081353,5.36,129.0,cotton
118,18,39,14.7,67.1526973268806,4.33,110.99,cotton
107,20,122,23.91,71.11566880091307,8.35,44.12,cotton
111,136,55,20.33,69.10700102256256,9.87,123.35,cotton
1,34,111,13.36,62.93928917100137,7.71,107.77,cotton
89,43,39,36.5,52.38279995958891,3.98,231.93,cotton
28,94,110,39.0,24.95,4.87,38.41,jute
84,99,99,19.25,53.03,4.29,211.91,jute
85,129,36,14.98,16.54,5.76,156.37,jute
22,28,110,11.95,98.61,8.35,126.74,jute
99,142,41,12.85,88.83,9.0,142.13,jute
138,53,69,9.49,62.77,4.68,204.25,jute
47,71,157,35.38,89.57,7.59,254.64,jute
4,57,197,25.83,19.32,8.42,275.44,jute
15,94,143,11.72,80.56,7.83,153.34,jute
130,54,196,41.49,54.45,7.04,161.05,jute
87,94,179,32.15,96.98,7.84,125.25,jute
20,71,121,22.88,88.68,9.41,72.1,jute
116,50,175,21.03,46.31,8.84,203.81,jute
69,35,120,40.61,52.15,3.89,193.91,jute
57,75,30,28.04,32.99,4.79,104.92,jute
79,49,42,22.31,99.24,9.81,252.32,jute
20,54,158,27.78,59.0,5.95,222.92,jute
58,50,136,33.34,25.3,8.77,37.52,jute
19,34,97,31.69,15.55,5.22,120.54,jute
34,125,75,20.45,76.79,6.59,112.12,jute
139,34,186,14.97,81.18,3.66,166.42,jute
24,21,66,36.85,14.73,7.02,206.91,jute
4,75,179,28.37,21.36,5.34,109.74,jute
45,111,99,12.19,91.91,6.09,100.42,jute
126,5,164,13.45,95.57,9.43,236.19,jute
130,119,112,38.75,98.24,5.98,68.54,jute
2,77,154,28.49,87.09,9.83,288.83,jute
42,78,177,19.09,70.35,7.43,69.37,jute
137,58,125,11.37,95.45,5.61,130.43,jute
128,105,181,15.78,86.29,8.92,197.84,jute
99,46,115,8.99,43.64,6.86,49.42,jute
135,117,158,40.9,97.71,9.32,198.24,jute
7,50,49,33.5,31.57,6.87,119.66,jute
61,29,43,33.02,72.21,7.92,32.55,jute
68,7,49,29.44,40.16,5.69,148.01,jute
89,32,203,20.2,87.39,9.15,80.33,jute
111,109,55,43.56,77.89,8.12,258.98,jute
73,137,171,20.37,14.53,9.45,162.54,jute
46,18,113,19.25,22.65,7.75,141.1,jute
94,5,182,29.07,36.45,9.53,206.33,jute
14,60,51,36.51,70.64,9.07,179.45,jute
47,28,54,15.3,64.7,8.4,245.59,jute
23,56,88,30.05,46.37,5.99,95.67,jute
55,123,67,25.52,49.35,5.21,290.62,jute
48,142,21,13.43,24.95,8.48,44.16,jute
5,15,105,20.98,48.14,5.9,189.79,jute
95,71,154,43.38,71.69,5.01,67.93,jute
135,61,199,11.5,43.83,8.94,103.78,jute
99,71,183,36.25,82.26,6.86,157.64,jute
13,37,29,24.77,38.48,7.99,122.67,jute
34,62,150,25.04,35.21,4.51,268.35,jute
81,139,199,31.45,56.07,7.0,75.76,jute
0,89,98,32.02,49.54,9.72,233.42,jute
135,139,163,28.68,42.89,9.37,193.17,jute
9,49,193,35.04,35.46,8.24,90.71,jute
140,28,44,14.43,63.47,3.94,121.62,jute
63,132,20,41.95,44.13,6.73,72.06,jute
12,121,10,38.26,36.04,3.75,228.95,jute
93,79,79,34.66,50.47,5.81,277.0,jute
32,124,95,20.65,17.87,6.66,290.05,jute
19,55,123,40.99,47.24,4.78,29.15,jute
46,131,34,15.58,44.27,7.69,200.82,jute
